Corre;Año; Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de Cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (Peso de cada cabeza);Carne y Hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio;;;
2398;2023;1;4;14;18;1;5;4;2,360;24;5.90;12;1;13;3;2;1;0;;;
2399;2023;1;4;14;18;1;6;1;575;6;5.75;3;0;3;1;0;0;0;;;
2400;2023;1;4;14;18;2;1;10;3,000;30;3.00;17;8;25;2;0;1;1;;;
2401;2023;1;4;14;18;2;2;10;3,000;30;3.00;17;8;25;2;0;1;1;;;
2402;2023;1;4;14;19;1;1;34;22,440;224;6.60;112;10;122;28;18;11;2;;;
2403;2023;1;4;14;19;1;5;6;2,810;28;4.68;14;1;15;4;2;1;0;;;
2404;2023;1;4;14;20;1;1;70;55,300;553;7.90;276;25;301;69;44;28;6;;;
2405;2023;1;4;14;20;1;5;30;17,700;177;5.90;88;8;96;25;14;9;2;;;
2406;2023;1;4;14;20;1;6;13;7,475;75;5.75;37;3;41;10;6;4;1;;;
2407;2023;1;4;14;20;2;1;25;3,750;38;1.50;22;10;32;3;0;1;2;;;
2408;2023;1;4;14;20;2;2;15;1,350;14;0.90;8;4;11;1;0;0;1;;;
2409;2023;1;4;14;21;1;1;12;9,480;95;7.90;47;4;52;12;8;5;1;;;
2410;2023;1;4;14;21;1;2;19;14,440;144;7.60;71;7;77;19;10;7;1;;;
2411;2023;1;4;14;21;1;6;13;7,475;75;5.75;37;3;41;10;6;4;1;;;
2412;2023;1;4;14;21;2;1;45;5,100;51;1.13;30;14;43;4;0;1;2;;;
2413;2023;1;4;14;21;2;2;40;4,000;40;1.00;23;11;34;3;0;1;2;;;
2414;2023;1;4;15;1;1;1;5;3,500;35;7.00;17;2;19;4;3;2;0;;;
2415;2023;1;4;15;1;1;5;28;16,800;168;6.00;84;7;91;24;13;8;2;;;
2416;2023;1;4;15;2;1;5;36;19,368;194;5.38;97;9;105;27;15;10;2;;;
2417;2023;1;4;15;3;1;1;12;8,220;82;6.85;41;4;45;10;7;4;1;;;
2418;2023;1;4;15;3;1;5;58;31,204;312;5.38;156;14;170;44;25;16;3;;;
2419;2023;1;4;15;3;1;6;6;2,400;24;4.00;12;1;13;3;2;1;0;;;
2420;2023;1;4;15;4;1;5;47;25,286;253;5.38;126;11;137;35;20;13;3;;;
2421;2023;1;4;15;5;1;1;6;3,960;40;6.60;20;2;22;5;3;2;0;;;
2422;2023;1;4;15;5;1;2;1;500;5;5.00;2;0;3;1;0;0;0;;;
2423;2023;1;4;15;5;1;5;12;6,456;65;5.38;32;3;35;9;5;3;1;;;
2424;2023;1;4;15;5;2;1;3;500;5;1.67;3;1;4;0;0;0;0;;;
2425;2023;1;4;15;5;2;2;15;900;9;0.60;5;2;8;1;0;0;0;;;
2426;2023;1;4;15;6;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
2427;2023;1;4;15;6;1;5;15;8,070;81;5.38;40;4;44;11;6;4;1;;;
2428;2023;1;4;15;6;2;1;7;420;4;0.60;2;1;4;0;0;0;0;;;
2429;2023;1;4;15;6;2;2;6;360;4;0.60;2;1;3;0;0;0;0;;;
2430;2023;1;4;16;1;1;1;50;34,250;343;6.85;171;15;186;43;27;17;3;;;
2431;2023;1;4;16;1;1;5;18;9,684;97;5.38;48;4;53;14;8;5;1;;;
2432;2023;1;4;16;1;2;1;36;8,640;86;2.40;50;23;73;7;0;2;4;;;
2433;2023;1;4;16;1;2;2;23;4,255;43;1.85;25;11;36;3;0;1;2;;;
2434;2023;1;4;16;2;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
2435;2023;1;4;16;2;1;5;1;450;5;4.50;2;0;2;1;0;0;0;;;
2436;2023;1;4;16;2;2;1;2;155;2;0.78;1;0;1;0;0;0;0;;;
2437;2023;1;4;16;2;2;2;5;870;9;1.74;5;2;7;1;0;0;0;;;
2438;2023;1;4;16;3;1;1;93;63,705;637;6.85;318;28;346;79;51;32;6;;;
2439;2023;1;4;16;3;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
2440;2023;1;4;16;3;1;6;9;3,600;36;4.00;18;2;20;5;3;2;0;;;
2441;2023;1;4;16;3;2;1;139;41,700;417;3.00;242;112;354;33;0;12;19;;;
2442;2023;1;4;16;3;2;2;71;21,300;213;3.00;124;57;181;17;0;6;10;;;
2443;2023;1;4;16;4;1;1;8;5,480;55;6.85;27;2;30;7;4;3;1;;;
2444;2023;1;4;16;4;1;5;55;29,590;296;5.38;148;13;161;41;23;15;3;;;
2445;2023;1;4;16;4;2;1;33;6,600;66;2.00;38;18;56;5;0;2;3;;;
2446;2023;1;4;16;4;2;2;30;6,000;60;2.00;35;16;51;5;0;2;3;;;
2447;2023;1;4;16;5;1;1;18;12,330;123;6.85;62;5;67;15;10;6;1;;;
2448;2023;1;4;16;5;2;1;7;2,450;25;3.50;14;7;21;2;0;1;1;;;
2449;2023;1;4;16;6;1;1;45;30,825;308;6.85;154;14;168;38;24;15;3;;;
2450;2023;1;4;16;6;1;2;24;12,000;120;5.00;59;5;64;16;9;6;1;;;
2451;2023;1;4;16;6;1;5;27;14,526;145;5.38;72;6;79;20;12;7;1;;;
2452;2023;1;4;16;6;2;1;48;14,400;144;3.00;84;39;122;11;0;4;6;;;
2453;2023;1;4;16;6;2;2;26;7,800;78;3.00;45;21;66;6;0;2;4;;;
2454;2023;1;4;16;7;1;1;16;10,960;110;6.85;55;5;60;14;9;5;1;;;
2455;2023;1;4;16;7;1;5;12;6,456;65;5.38;32;3;35;9;5;3;1;;;
2456;2023;1;4;16;7;2;1;10;3,000;30;3.00;17;8;25;2;0;1;1;;;
2457;2023;1;4;16;7;2;2;8;1,600;16;2.00;9;4;14;1;0;0;1;;;
2458;2023;1;4;16;8;1;1;4;2,740;27;6.85;14;1;15;3;2;1;0;;;
2459;2023;1;4;16;8;1;2;5;2,500;25;5.00;12;1;13;3;2;1;0;;;
2460;2023;1;4;16;8;1;5;23;12,374;124;5.38;62;6;67;17;10;6;1;;;
2461;2023;1;4;16;8;2;2;5;904;9;1.81;5;2;8;1;0;0;0;;;
2462;2023;1;4;16;9;1;1;92;63,020;630;6.85;314;28;343;79;50;32;6;;;
2463;2023;1;4;16;9;1;5;20;10,760;108;5.38;54;5;58;15;9;5;1;;;
2464;2023;1;4;16;9;2;1;26;5,570;56;2.14;32;15;47;4;0;2;3;;;
2465;2023;1;4;16;9;2;2;87;18,638;186;2.14;108;50;158;15;0;5;8;;;
2466;2023;1;4;16;10;1;1;47;32,195;322;6.85;161;14;175;40;26;16;3;;;
2467;2023;1;4;16;10;1;5;11;5,918;59;5.38;30;3;32;8;5;3;1;;;
2468;2023;1;4;16;10;2;1;5;2,000;20;4.00;12;5;17;2;0;1;1;;;
2469;2023;1;4;16;10;2;2;2;600;6;3.00;3;2;5;0;0;0;0;;;
2470;2023;1;4;16;12;1;1;16;10,960;110;6.85;55;5;60;14;9;5;1;;;
2471;2023;1;4;16;12;1;5;17;9,146;91;5.38;46;4;50;13;7;5;1;;;
2472;2023;1;4;16;12;1;6;12;4,800;48;4.00;24;2;26;7;4;2;0;;;
2473;2023;1;4;16;12;2;1;60;10,443;104;1.74;61;28;89;8;0;3;5;;;
2474;2023;1;4;16;12;2;2;37;9,130;91;2.47;53;24;77;7;0;3;4;;;
2475;2023;1;4;16;13;1;1;151;103,435;1,034;6.85;516;46;562;129;82;52;10;;;
2476;2023;1;4;16;13;1;5;64;34,432;344;5.38;172;15;187;48;27;17;3;;;
2477;2023;1;4;16;13;2;1;16;4,800;48;3.00;28;13;41;4;0;1;2;;;
2478;2023;1;4;16;13;2;2;9;1,800;18;2.00;10;5;15;1;0;1;1;;;
2479;2023;1;4;16;14;1;1;6;4,110;41;6.85;21;2;22;5;3;2;0;;;
2480;2023;1;4;16;14;1;2;9;4,500;45;5.00;22;2;24;6;3;2;0;;;
2481;2023;1;4;16;14;1;5;32;17,216;172;5.38;86;8;94;24;14;9;2;;;
2482;2023;1;4;16;14;2;1;40;3,960;40;0.99;23;11;34;3;0;1;2;;;
2483;2023;1;4;16;14;2;2;6;594;6;0.99;3;2;5;0;0;0;0;;;
2484;2023;1;4;16;15;1;1;67;45,895;459;6.85;229;20;249;57;36;23;5;;;
2485;2023;1;4;16;15;1;2;36;18,000;180;5.00;88;8;97;23;13;9;1;;;
2486;2023;1;4;16;15;1;5;37;19,906;199;5.38;99;9;108;28;16;10;2;;;
2487;2023;1;4;16;15;1;6;34;13,600;136;4.00;68;6;74;19;11;7;1;;;
2488;2023;1;4;16;15;2;1;65;19,500;195;3.00;113;52;165;15;0;5;9;;;
2489;2023;1;4;16;15;2;2;54;18,900;189;3.50;110;51;160;15;0;5;9;;;
2490;2023;1;4;16;16;1;1;18;12,330;123;6.85;62;5;67;15;10;6;1;;;
2491;2023;1;4;16;16;1;2;1;500;5;5.00;2;0;3;1;0;0;0;;;
2492;2023;1;4;16;16;1;5;36;19,368;194;5.38;97;9;105;27;15;10;2;;;
2493;2023;1;4;16;16;2;1;15;3,085;31;2.06;18;8;26;2;0;1;1;;;
2494;2023;1;4;16;16;2;2;11;1,815;18;1.65;11;5;15;1;0;1;1;;;
2495;2023;1;4;16;17;1;1;27;18,495;185;6.85;92;8;101;23;15;9;2;;;
2496;2023;1;4;16;17;1;5;29;15,602;156;5.38;78;7;85;22;12;8;2;;;
2497;2023;1;4;16;17;1;6;34;13,600;136;4.00;68;6;74;19;11;7;1;;;
2498;2023;1;4;16;17;2;1;5;1,500;15;3.00;9;4;13;1;0;0;1;;;
2499;2023;1;4;16;17;2;2;5;2,000;20;4.00;12;5;17;2;0;1;1;;;
2500;2023;1;4;17;1;1;5;6;3,000;30;5.00;15;1;16;4;2;1;0;;;
2501;2023;1;4;17;1;2;1;44;6,600;66;1.50;38;18;56;5;0;2;3;;;
2502;2023;1;4;17;1;2;2;30;4,500;45;1.50;26;12;38;4;0;1;2;;;
2503;2023;1;4;17;1;1;1;5;3,500;35;7.00;17;2;19;4;3;2;0;;;
2504;2023;1;4;17;1;1;5;80;40,000;400;5.00;200;18;217;56;32;20;4;;;
2505;2023;1;4;17;1;2;1;59;8,850;89;1.50;51;24;75;7;0;2;4;;;
2506;2023;1;4;17;1;2;2;22;3,300;33;1.50;19;9;28;3;0;1;1;;;
2507;2023;1;4;17;3;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
2508;2023;1;4;17;3;1;2;8;3,600;36;4.50;18;2;19;5;3;2;0;;;
2509;2023;1;4;17;3;1;5;22;11,836;118;5.38;59;5;64;17;9;6;1;;;
2510;2023;1;4;17;3;1;6;16;5,600;56;3.50;28;2;30;8;4;3;1;;;
2511;2023;1;4;17;3;2;1;92;6,900;69;0.75;40;18;59;5;0;2;3;;;
2512;2023;1;4;17;3;2;2;80;6,000;60;0.75;35;16;51;5;0;2;3;;;
2513;2023;1;4;17;6;1;1;15;9,750;98;6.50;49;4;53;12;8;5;1;;;
2514;2023;1;4;17;6;1;2;19;12,350;124;6.50;61;6;66;16;9;6;1;;;
2515;2023;1;4;17;6;1;5;10;4,500;45;4.50;22;2;24;6;4;2;0;;;
2516;2023;1;4;17;6;1;6;18;10,530;105;5.85;53;5;57;15;8;5;1;;;
2517;2023;1;4;17;6;2;1;23;6,900;69;3.00;40;18;59;5;0;2;3;;;
2518;2023;1;4;17;7;1;1;3;1,980;20;6.60;10;1;11;2;2;1;0;;;
2519;2023;1;4;17;7;2;1;3;200;2;0.67;1;1;2;0;0;0;0;;;
2520;2023;1;4;17;9;1;1;12;7,920;79;6.60;40;4;43;10;6;4;1;;;
2521;2023;1;4;17;9;1;2;8;4,000;40;5.00;20;2;21;5;3;2;0;;;
2522;2023;1;4;17;9;1;5;10;5,380;54;5.38;27;2;29;8;4;3;1;;;
2523;2023;1;4;17;9;1;6;7;2,800;28;4.00;14;1;15;4;2;1;0;;;
2524;2023;1;4;17;9;2;1;22;1,320;13;0.60;8;4;11;1;0;0;1;;;
2525;2023;1;4;17;9;2;2;13;780;8;0.60;5;2;7;1;0;0;0;;;
2526;2023;1;4;17;10;1;2;18;12,600;126;7.00;62;6;68;16;9;6;1;;;
2527;2023;1;4;17;10;1;6;17;9,945;99;5.85;50;4;54;14;8;5;1;;;
2528;2023;1;4;17;10;2;1;7;2,100;21;3.00;12;6;18;2;0;1;1;;;
2529;2023;1;4;17;11;1;5;18;10,800;108;6.00;54;5;59;15;9;5;1;;;
2530;2023;1;4;17;12;1;1;17;13,124;131;7.72;65;6;71;16;10;7;1;;;
2531;2023;1;4;17;12;1;2;73;47,450;475;6.50;233;21;254;61;34;24;2;;;
2532;2023;1;4;17;12;1;5;89;53,400;534;6.00;266;24;290;75;42;27;5;;;
2533;2023;1;4;17;12;1;6;19;11,115;111;5.85;55;5;60;16;9;6;1;;;
2534;2023;1;4;17;12;2;1;213;53,250;533;2.50;309;143;452;42;0;15;24;;;
2535;2023;1;4;17;12;2;2;215;43,000;430;2.00;250;115;365;34;0;12;19;;;
2536;2023;1;4;18;1;1;1;18;13,896;139;7.72;69;6;76;17;11;7;1;;;
2537;2023;1;4;18;1;1;2;17;11,050;111;6.50;54;5;59;14;8;6;1;;;
2538;2023;1;4;18;1;1;5;523;313,800;3,138;6.00;1,566;140;1,706;439;249;157;31;;;
2539;2023;1;4;18;1;1;6;17;9,945;99;5.85;50;4;54;14;8;5;1;;;
2540;2023;1;4;18;1;2;1;485;116,550;1,166;2.40;676;312;989;92;0;33;52;;;
2541;2023;1;4;18;2;1;1;2;1,544;15;7.72;8;1;8;2;1;1;0;;;
2542;2023;1;4;18;2;1;2;1;650;7;6.50;3;0;3;1;0;0;0;;;
2543;2023;1;4;18;2;2;1;1;158;2;1.58;1;0;1;0;0;0;0;;;
2544;2023;1;4;18;2;2;2;1;126;1;1.26;1;0;1;0;0;0;0;;;
2545;2023;1;4;18;3;1;5;21;11,298;113;5.38;56;5;61;16;9;6;1;;;
2546;2023;1;4;18;4;1;1;9;6,948;69;7.72;35;3;38;9;6;3;1;;;
2547;2023;1;4;18;4;1;2;13;8,450;85;6.50;41;4;45;11;6;4;0;;;
2548;2023;1;4;18;4;1;5;156;93,600;936;6.00;467;42;509;131;74;47;9;;;
2549;2023;1;4;18;4;1;6;49;28,665;287;5.85;143;13;156;40;23;14;3;;;
2550;2023;1;4;19;1;1;1;85;76,500;765;9.00;382;34;416;95;61;38;8;;;
2551;2023;1;4;19;1;1;5;108;72,144;721;6.68;360;32;392;101;57;36;7;;;
2552;2023;1;4;19;1;2;1;8;1,600;16;2.00;9;4;14;1;0;0;1;;;
2553;2023;1;4;19;1;2;2;8;1,600;16;2.00;9;4;14;1;0;0;1;;;
2554;2023;1;4;19;2;1;1;4;3,252;33;8.13;16;1;18;4;3;2;0;;;
2555;2023;1;4;19;2;1;2;8;4,344;43;5.43;21;2;23;6;3;2;0;;;
2556;2023;1;4;19;2;1;6;28;13,790;138;4.93;69;6;75;19;11;7;1;;;
2557;2023;1;4;19;2;2;1;6;990;10;1.65;6;3;8;1;0;0;0;;;
2558;2023;1;4;19;2;2;2;25;4,125;41;1.65;24;11;35;3;0;1;2;;;
2559;2023;1;4;19;4;1;5;62;37,200;372;6.00;186;17;202;52;30;19;4;;;
2560;2023;1;4;19;5;1;1;9;8,703;87;9.67;43;4;47;11;7;4;1;;;
2561;2023;1;4;19;5;1;5;44;29,392;294;6.68;147;13;160;41;23;15;3;;;
2562;2023;1;4;19;5;2;1;30;8,300;83;2.77;48;22;70;7;0;2;4;;;
2563;2023;1;4;19;5;2;2;21;6,100;61;2.90;35;16;52;5;0;2;3;;;
2564;2023;1;4;19;6;1;5;1;668;7;6.68;3;0;4;1;1;0;0;;;
2565;2023;1;4;19;6;1;6;1;585;6;5.85;3;0;3;1;0;0;0;;;
2566;2023;1;4;19;6;2;1;1;200;2;2.00;1;1;2;0;0;0;0;;;
2567;2023;1;4;19;8;1;5;8;5,344;53;6.68;27;2;29;7;4;3;1;;;
2568;2023;1;4;19;8;1;6;8;4,680;47;5.85;23;2;25;7;4;2;0;;;
2569;2023;1;4;19;8;2;1;4;640;6;1.60;4;2;5;1;0;0;0;;;
2570;2023;1;4;19;9;1;5;9;4,842;48;5.38;24;2;26;7;4;2;0;;;
2571;2023;1;4;19;9;1;6;9;3,600;36;4.00;18;2;20;5;3;2;0;;;
2572;2023;1;4;19;9;2;1;26;3,900;39;1.50;23;10;33;3;0;1;2;;;
2573;2023;1;4;19;9;2;2;26;3,900;39;1.50;23;10;33;3;0;1;2;;;
2574;2023;1;4;20;1;1;5;170;113,560;1,136;6.68;567;51;617;159;90;57;11;;;
2575;2023;1;4;20;1;1;6;3;1,755;18;5.85;9;1;10;2;1;1;0;;;
2576;2023;1;4;20;4;1;1;4;3,600;36;9.00;18;2;20;4;3;2;0;;;
2577;2023;1;4;20;4;1;5;75;52,500;525;7.00;262;23;285;74;42;26;5;;;
2578;2023;1;4;20;4;1;6;23;11,500;115;5.00;57;5;63;16;9;6;1;;;
2579;2023;1;4;20;7;1;1;12;11,604;116;9.67;58;5;63;14;9;6;1;;;
2580;2023;1;4;20;7;1;5;161;107,548;1,075;6.68;537;48;585;151;85;54;11;;;
2581;2023;1;4;20;7;1;6;23;13,455;135;5.85;67;6;73;19;11;7;1;;;
2582;2023;1;4;20;7;2;1;200;40,000;400;2.00;232;107;339;32;0;11;18;;;
2583;2023;1;4;20;7;2;2;222;44,400;444;2.00;258;119;377;35;0;12;20;;;
2584;2023;1;4;20;9;1;1;31;27,900;279;9.00;139;12;152;35;22;14;3;;;
2585;2023;1;4;20;9;1;5;54;40,500;405;7.50;202;18;220;57;32;20;4;;;
2586;2023;1;4;20;9;1;6;35;20,475;205;5.85;102;9;111;29;16;10;2;;;
2587;2023;1;4;20;9;2;1;77;15,400;154;2.00;89;41;131;12;0;4;7;;;
2588;2023;1;4;20;9;2;2;65;11,700;117;1.80;68;31;99;9;0;3;5;;;
2589;2023;1;4;20;11;1;5;6;4,008;40;6.68;20;2;22;6;3;2;0;;;
2590;2023;1;4;21;1;1;1;27;20,250;203;7.50;101;9;110;25;16;10;2;;;
2591;2023;1;4;21;1;1;2;3;2,400;24;8.00;12;1;13;3;2;1;0;;;
2592;2023;1;4;21;1;1;5;475;308,750;3,088;6.50;1,540;138;1,678;432;245;154;31;;;
2593;2023;1;4;21;1;1;6;4;2,400;24;6.00;12;1;13;3;2;1;0;;;
2594;2023;1;4;21;1;2;1;45;6,480;65;1.44;38;17;55;5;0;2;3;;;
2595;2023;1;4;21;1;2;2;54;7,740;77;1.43;45;21;66;6;0;2;3;;;
2596;2023;1;4;21;3;1;1;2;1,500;15;7.50;7;1;8;2;1;1;0;;;
2597;2023;1;4;21;3;1;2;20;14,000;140;7.00;69;6;75;18;10;7;1;;;
2598;2023;1;4;21;3;1;5;36;23,400;234;6.50;117;10;127;33;19;12;2;;;
2599;2023;1;4;21;3;1;6;7;4,200;42;6.00;21;2;23;6;3;2;0;;;
2600;2023;1;4;21;4;1;5;6;3,900;39;6.50;19;2;21;5;3;2;0;;;
2601;2023;1;4;21;4;1;6;6;3,600;36;6.00;18;2;20;5;3;2;0;;;
2602;2023;1;4;21;4;2;1;21;5,000;50;2.38;29;13;42;4;0;1;2;;;
2603;2023;1;4;21;6;1;1;4;3,000;30;7.50;15;1;16;4;2;1;0;;;
2604;2023;1;4;21;6;1;2;9;6,300;63;7.00;31;3;34;8;4;3;0;;;
2605;2023;1;4;21;6;1;5;34;22,100;221;6.50;110;10;120;31;18;11;2;;;
2606;2023;1;4;21;6;1;6;23;13,800;138;6.00;69;6;75;19;11;7;1;;;
2607;2023;1;4;21;6;1;7;2;1,240;12;6.20;6;1;7;1;1;1;0;;;
2608;2023;1;4;21;7;1;5;3;1,950;20;6.50;10;1;11;3;2;1;0;;;
2609;2023;1;4;21;7;1;6;5;3,000;30;6.00;15;1;16;4;2;1;0;;;
2610;2023;1;4;22;1;1;5;25;16,250;163;6.50;81;7;88;23;13;8;2;;;
2611;2023;1;4;22;1;1;6;40;24,000;240;6.00;120;11;130;34;19;12;2;;;
2612;2023;1;4;22;2;1;1;11;8,250;83;7.50;41;4;45;10;7;4;1;;;
2613;2023;1;4;22;2;1;2;1;700;7;7.00;3;0;4;1;0;0;0;;;
2614;2023;1;4;22;2;1;5;42;27,300;273;6.50;136;12;148;38;22;14;3;;;
2615;2023;1;4;22;2;1;6;41;24,600;246;6.00;123;11;134;34;20;12;2;;;
2616;2023;1;4;22;2;2;1;5;875;9;1.75;5;2;7;1;0;0;0;;;
2617;2023;1;4;22;5;1;5;84;54,600;546;6.50;272;24;297;76;43;27;5;;;
2618;2023;1;4;22;5;1;6;33;19,800;198;6.00;99;9;108;28;16;10;2;;;
2619;2023;1;4;22;5;2;1;25;5,000;50;2.00;29;13;42;4;0;1;2;;;
2620;2023;1;4;22;5;2;2;15;3,000;30;2.00;17;8;25;2;0;1;1;;;
2621;2023;1;4;22;6;1;2;2;1,400;14;7.00;7;1;8;2;1;1;0;;;
2622;2023;1;4;22;6;1;4;1;318;3;3.18;2;0;2;0;0;0;0;;;
2623;2023;1;4;22;6;1;5;1;650;7;6.50;3;0;4;1;1;0;0;;;
2624;2023;1;4;22;6;1;6;2;1,200;12;6.00;6;1;7;2;1;1;0;;;
2625;2023;1;4;22;12;1;1;17;11,220;112;6.60;56;5;61;14;9;6;1;;;
2626;2023;1;4;22;12;1;2;10;5,000;50;5.00;25;2;27;6;4;3;0;;;
2627;2023;1;4;22;12;1;5;63;33,894;339;5.38;169;15;184;47;27;17;3;;;
2628;2023;1;4;22;12;2;1;40;2,400;24;0.60;14;6;20;2;0;1;1;;;
2629;2023;1;4;22;12;2;2;16;960;10;0.60;6;3;8;1;0;0;0;;;
2630;2023;1;4;14;16;1;5;134;72,092;721;5.38;360;32;392;101;57;36;7;;;
2631;2023;1;4;10;17;1;1;175;131,250;1,313;7.50;655;59;713;164;104;66;13;;;
2632;2023;1;4;10;17;1;5;3;2,250;23;7.50;11;1;12;3;2;1;0;;;
2633;2023;1;4;10;17;1;6;44;27,412;274;6.23;137;12;149;38;22;14;3;;;
2634;2023;1;4;10;17;2;1;32;1,920;19;0.60;11;5;16;2;0;1;1;;;
2635;2023;1;5;1;2;2;1;1,009;302,700;3,027;3.00;1,757;811;2,567;239;0;85;136;;;
2636;2023;1;5;1;2;2;2;1,027;308,100;3,081;3.00;1,788;825;2,613;243;0;86;139;;;
2637;2023;1;5;2;2;1;5;2;1,906;19;9.53;10;1;10;3;2;1;0;;;
2638;2023;1;5;4;1;1;1;71;55,096;551;7.76;275;25;299;69;44;28;6;;;
2639;2023;1;5;4;1;1;2;79;52,061;521;6.59;256;24;279;67;37;26;3;;;
2640;2023;1;5;4;1;1;5;128;80,384;804;6.28;401;36;437;113;64;40;8;;;
2641;2023;1;5;4;3;1;1;31;24,056;241;7.76;120;11;131;30;19;12;2;;;
2642;2023;1;5;4;3;1;2;29;19,111;191;6.59;94;9;102;25;14;10;1;;;
2643;2023;1;5;4;3;1;5;57;35,796;358;6.28;179;16;195;50;28;18;4;;;
2644;2023;1;5;4;3;1;6;24;14,124;141;5.89;70;6;77;20;11;7;1;;;
2645;2023;1;5;4;6;1;1;59;45,784;458;7.76;228;20;249;57;36;23;5;;;
2646;2023;1;5;4;6;1;2;51;33,609;336;6.59;165;15;180;44;24;17;2;;;
2647;2023;1;5;4;6;1;3;39;32,078;321;8.23;158;13;171;41;24;16;3;;;
2648;2023;1;5;4;6;1;5;28;17,584;176;6.28;88;8;96;25;14;9;2;;;
2649;2023;1;5;4;6;1;6;22;12,947;129;5.89;65;6;70;18;10;6;1;;;
2650;2023;1;5;4;7;1;5;30;18,840;188;6.28;94;8;102;26;15;9;2;;;
2651;2023;1;5;4;12;1;1;9;6,984;70;7.76;35;3;38;9;6;3;1;;;
2652;2023;1;5;4;12;1;2;4;2,636;26;6.59;13;1;14;3;2;1;0;;;
2653;2023;1;5;4;12;1;5;61;38,308;383;6.28;191;17;208;54;30;19;4;;;
2654;2023;1;5;4;12;2;1;32;5,280;53;1.65;31;14;45;4;0;1;2;;;
2655;2023;1;5;4;12;2;2;30;4,950;50;1.65;29;13;42;4;0;1;2;;;
2656;2023;1;5;5;2;1;1;65;51,870;519;7.98;259;23;282;65;41;26;5;;;
2657;2023;1;5;5;2;1;2;60;37,830;378;6.31;186;17;203;49;27;19;2;;;
2658;2023;1;5;5;2;1;3;73;67,343;673;9.23;332;28;360;86;50;34;7;;;
2659;2023;1;5;5;2;1;5;55;36,355;364;6.61;181;16;198;51;29;18;4;;;
2660;2023;1;5;5;2;1;6;65;33,605;336;5.17;168;15;183;47;27;17;3;;;
2661;2023;1;5;5;6;1;1;82;65,436;654;7.98;326;29;356;82;52;33;7;;;
2662;2023;1;5;5;6;1;2;79;49,810;498;6.31;245;22;267;65;35;25;2;;;
2663;2023;1;5;5;6;1;5;66;43,626;436;6.61;218;19;237;61;35;22;4;;;
2664;2023;1;5;5;6;1;6;75;38,775;388;5.17;193;17;211;54;31;19;4;;;
2665;2023;1;5;5;7;1;5;119;78,659;787;6.61;392;35;428;110;62;39;8;;;
2666;2023;1;5;5;9;1;1;4;3,192;32;7.98;16;1;17;4;3;2;0;;;
2667;2023;1;5;5;9;1;2;30;18,915;189;6.31;93;9;101;25;13;9;1;;;
2668;2023;1;5;5;9;1;5;40;26,440;264;6.61;132;12;144;37;21;13;3;;;
2669;2023;1;5;5;9;1;6;45;23,265;233;5.17;116;10;126;33;18;12;2;;;
2670;2023;1;5;5;13;1;1;66;52,668;527;7.98;263;23;286;66;42;26;5;;;
2671;2023;1;5;5;13;1;2;75;47,288;473;6.31;232;21;254;61;34;24;2;;;
2672;2023;1;5;5;13;1;5;72;47,592;476;6.61;237;21;259;67;38;24;5;;;
2673;2023;1;5;5;13;1;6;81;41,877;419;5.17;209;19;228;59;33;21;4;;;
2674;2023;1;5;6;8;1;1;18;12,240;122;6.80;61;5;67;15;10;6;1;;;
2675;2023;1;5;6;8;1;2;81;48,155;482;5.95;236;22;258;62;34;24;2;;;
2676;2023;1;5;6;8;1;5;95;56,430;564;5.94;282;25;307;79;45;28;6;;;
2677;2023;1;5;6;9;1;5;14;8,316;83;5.94;41;4;45;12;7;4;1;;;
2678;2023;1;5;6;14;1;6;70;35,000;350;5.00;175;16;190;49;28;17;4;;;
2679;2023;1;5;6;14;2;1;78;12,870;129;1.65;75;34;109;10;0;4;6;;;
2680;2023;1;5;7;1;1;1;519;369,528;3,695;7.12;1,844;165;2,008;461;293;185;37;;;
2681;2023;1;5;7;4;1;1;38;27,056;271;7.12;135;12;147;34;21;14;3;;;
2682;2023;1;5;7;4;2;1;35;5,775;58;1.65;34;15;49;5;0;2;3;;;
2683;2023;1;5;7;5;1;1;160;113,920;1,139;7.12;568;51;619;142;90;57;11;;;
2684;2023;1;5;7;7;1;1;60;42,720;427;7.12;213;19;232;53;34;21;4;;;
2685;2023;1;5;7;7;2;1;40;6,600;66;1.65;38;18;56;5;0;2;3;;;
2686;2023;1;5;7;13;1;1;70;49,840;498;7.12;249;22;271;62;40;25;5;;;
2687;2023;1;5;7;13;1;5;70;39,830;398;5.69;199;18;216;56;32;20;4;;;
2688;2023;1;5;7;13;2;1;36;5,940;59;1.65;34;16;50;5;0;2;3;;;
2689;2023;1;5;7;13;2;2;35;5,775;58;1.65;34;15;49;5;0;2;3;;;
2690;2023;1;5;7;19;1;1;133;94,696;947;7.12;472;42;515;118;75;47;9;;;
2691;2023;1;5;7;19;1;6;21;10,343;103;4.93;52;5;56;14;8;5;1;;;
2692;2023;1;5;8;1;1;1;2;1,320;13;6.60;7;1;7;2;1;1;0;;;
