Corre;Año; Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de Cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (Peso de cada cabeza);Carne y Hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio;;;
7336;2023;1;12;16;2;2;1;12;1,645;16;1.37;10;4;14;1;0;0;1;;;
7337;2023;1;12;16;2;2;2;6;835;8;1.39;5;2;7;1;0;0;0;;;
7338;2023;1;12;16;3;1;1;99;67,815;678;6.85;338;30;369;85;54;34;7;;;
7339;2023;1;12;16;3;1;5;18;9,684;97;5.38;48;4;53;14;8;5;1;;;
7340;2023;1;12;16;3;1;6;14;5,600;56;4.00;28;2;30;8;4;3;1;;;
7341;2023;1;12;16;3;2;1;160;48,000;480;3.00;279;129;407;38;0;13;22;;;
7342;2023;1;12;16;3;2;2;78;23,400;234;3.00;136;63;198;18;0;7;11;;;
7343;2023;1;12;16;4;1;1;15;10,275;103;6.85;51;5;56;13;8;5;1;;;
7344;2023;1;12;16;4;1;5;86;46,268;463;5.38;231;21;251;65;37;23;5;;;
7345;2023;1;12;16;4;2;1;30;6,000;60;2.00;35;16;51;5;0;2;3;;;
7346;2023;1;12;16;4;2;2;40;8,000;80;2.00;46;21;68;6;0;2;4;;;
7347;2023;1;12;16;5;1;1;17;11,950;120;7.03;60;5;65;15;9;6;1;;;
7348;2023;1;12;16;5;1;6;1;400;4;4.00;2;0;2;1;0;0;0;;;
7349;2023;1;12;16;5;2;1;2;450;5;2.25;3;1;4;0;0;0;0;;;
7350;2023;1;12;16;5;2;2;6;1,340;13;2.23;8;4;11;1;0;0;1;;;
7351;2023;1;12;16;7;1;1;30;20,550;206;6.85;103;9;112;26;16;10;2;;;
7352;2023;1;12;16;7;1;5;28;15,064;151;5.38;75;7;82;21;12;8;2;;;
7353;2023;1;12;16;7;2;1;29;8,700;87;3.00;50;23;74;7;0;2;4;;;
7354;2023;1;12;16;7;2;2;25;7,500;75;3.00;44;20;64;6;0;2;3;;;
7355;2023;1;12;16;11;1;1;25;16,500;165;6.60;82;7;90;21;13;8;2;;;
7356;2023;1;12;16;11;2;1;56;3,360;34;0.60;20;9;28;3;0;1;2;;;
7357;2023;1;12;16;15;1;1;70;47,950;480;6.85;239;21;261;60;38;24;5;;;
7358;2023;1;12;16;15;1;2;35;17,500;175;5.00;86;8;94;23;12;9;1;;;
7359;2023;1;12;16;15;1;5;39;20,982;210;5.38;105;9;114;29;17;10;2;;;
7360;2023;1;12;16;15;1;6;41;16,400;164;4.00;82;7;89;23;13;8;2;;;
7361;2023;1;12;16;15;2;1;65;19,500;195;3.00;113;52;165;15;0;5;9;;;
7362;2023;1;12;16;15;2;2;58;20,300;203;3.50;118;54;172;16;0;6;9;;;
7363;2023;1;12;16;17;1;1;34;23,290;233;6.85;116;10;127;29;18;12;2;;;
7364;2023;1;12;16;17;1;5;18;9,684;97;5.38;48;4;53;14;8;5;1;;;
7365;2023;1;12;16;17;1;6;29;11,600;116;4.00;58;5;63;16;9;6;1;;;
7366;2023;1;12;16;17;2;1;12;2,400;24;2.00;14;6;20;2;0;1;1;;;
7367;2023;1;12;16;17;2;2;10;2,000;20;2.00;12;5;17;2;0;1;1;;;
7368;2023;1;12;21;1;1;1;33;24,750;248;7.50;123;11;135;31;20;12;2;;;
7369;2023;1;12;21;1;1;2;3;2,400;24;8.00;12;1;13;3;2;1;0;;;
7370;2023;1;12;21;1;1;3;1;725;7;7.25;4;0;4;1;1;0;0;;;
7371;2023;1;12;21;1;1;5;432;280,800;2,808;6.50;1,401;125;1,526;393;223;140;28;;;
7372;2023;1;12;21;1;1;6;6;3,600;36;6.00;18;2;20;5;3;2;0;;;
7373;2023;1;12;21;1;2;1;27;4,367;44;1.62;25;12;37;3;0;1;2;;;
7374;2023;1;12;21;1;2;2;32;4,709;47;1.47;27;13;40;4;0;1;2;;;
7375;2023;1;12;21;3;1;2;2;1,400;14;7.00;7;1;8;2;1;1;0;;;
7376;2023;1;12;21;3;1;5;29;19,900;199;6.86;99;9;108;28;16;10;2;;;
7377;2023;1;12;21;3;1;6;8;4,015;40;5.02;20;2;22;6;3;2;0;;;
7378;2023;1;12;21;4;1;5;6;3,900;39;6.50;19;2;21;5;3;2;0;;;
7379;2023;1;12;21;4;1;6;6;3,600;36;6.00;18;2;20;5;3;2;0;;;
7380;2023;1;12;21;4;2;1;21;5,000;50;2.38;29;13;42;4;0;1;2;;;
7381;2023;1;12;21;6;1;1;8;6,000;60;7.50;30;3;33;7;5;3;1;;;
7382;2023;1;12;21;6;1;2;11;7,700;77;7.00;38;3;41;10;5;4;0;;;
7383;2023;1;12;21;6;1;5;32;20,800;208;6.50;104;9;113;29;17;10;2;;;
7384;2023;1;12;21;6;1;6;19;11,400;114;6.00;57;5;62;16;9;6;1;;;
7385;2023;1;12;21;6;1;7;2;1,050;11;5.25;5;1;6;1;1;0;0;;;
7386;2023;1;12;21;7;1;5;5;3,250;33;6.50;16;1;18;5;3;2;0;;;
7387;2023;1;12;21;7;1;6;3;1,800;18;6.00;9;1;10;3;1;1;0;;;
7388;2023;1;12;4;3;1;1;21;12,600;126;6.00;63;6;68;16;10;6;1;;;
7389;2023;1;12;4;3;1;2;45;18,000;180;4.00;88;8;97;23;13;9;1;;;
7390;2023;1;12;4;3;1;5;80;40,000;400;5.00;200;18;217;56;32;20;4;;;
7391;2023;1;12;4;3;1;6;37;11,100;111;3.00;55;5;60;16;9;6;1;;;
7392;2023;1;12;5;2;1;1;50;46,800;468;9.36;234;21;254;58;37;23;5;;;
7393;2023;1;12;5;2;1;2;60;45,660;457;7.61;224;21;245;59;33;23;2;;;
7394;2023;1;12;5;2;1;3;65;68,250;683;10.50;336;28;365;87;51;34;7;;;
7395;2023;1;12;5;2;1;5;58;45,472;455;7.84;227;20;247;64;36;23;5;;;
7396;2023;1;12;5;2;1;6;70;44,380;444;6.34;221;20;241;62;35;22;4;;;
7397;2023;1;12;5;6;1;1;55;51,480;515;9.36;257;23;280;64;41;26;5;;;
7398;2023;1;12;5;6;1;2;60;45,660;457;7.61;224;21;245;59;33;23;2;;;
7399;2023;1;12;5;6;1;5;70;54,880;549;7.84;274;24;298;77;44;27;5;;;
7400;2023;1;12;5;6;1;6;60;38,040;380;6.34;190;17;207;53;30;19;4;;;
7401;2023;1;12;5;7;1;5;118;92,512;925;7.84;462;41;503;130;73;46;9;;;
7402;2023;1;12;5;9;1;1;3;3,000;30;10.00;15;1;16;4;2;1;0;;;
7403;2023;1;12;5;9;1;2;23;17,503;175;7.61;86;8;94;23;12;9;1;;;
7404;2023;1;12;5;9;1;5;35;27,440;274;7.84;137;12;149;38;22;14;3;;;
7405;2023;1;12;5;9;1;6;25;15,850;159;6.34;79;7;86;22;13;8;2;;;
7406;2023;1;12;5;13;1;1;70;65,520;655;9.36;327;29;356;82;52;33;7;;;
7407;2023;1;12;5;13;1;2;68;51,748;517;7.61;254;23;277;67;37;26;3;;;
7408;2023;1;12;5;13;1;5;62;33,356;334;5.38;166;15;181;47;26;17;3;;;
7409;2023;1;12;5;13;1;6;65;41,210;412;6.34;206;18;224;58;33;21;4;;;
7410;2023;1;12;6;8;1;1;11;8,800;88;8.00;44;4;48;11;7;4;1;;;
7411;2023;1;12;6;8;1;2;94;64,766;648;6.89;318;29;347;84;46;32;3;;;
7412;2023;1;12;6;8;1;5;131;85,150;852;6.50;425;38;463;119;68;43;9;;;
7413;2023;1;12;6;14;1;6;102;60,523;605;5.93;302;27;329;85;48;30;6;;;
7414;2023;1;12;6;14;2;1;127;31,723;317;2.50;184;85;269;25;0;9;14;;;
7415;2023;1;12;7;1;1;1;489;322,740;3,227;6.60;1,610;144;1,754;403;256;161;32;;;
7416;2023;1;12;7;4;1;1;40;26,400;264;6.60;132;12;143;33;21;13;3;;;
7417;2023;1;12;7;4;2;1;35;3,500;35;1.00;20;9;30;3;0;1;2;;;
7418;2023;1;12;7;5;1;1;196;116,000;1,160;5.92;579;52;630;145;92;58;12;;;
7419;2023;1;12;7;7;1;1;60;39,600;396;6.60;198;18;215;49;31;20;4;;;
7420;2023;1;12;7;7;2;1;40;2,400;24;0.60;14;6;20;2;0;1;1;;;
7421;2023;1;12;7;13;1;1;78;62,400;624;8.00;311;28;339;78;50;31;6;;;
7422;2023;1;12;7;13;1;5;78;50,700;507;6.50;253;23;276;71;40;25;5;;;
7423;2023;1;12;7;13;2;1;35;2,100;21;0.60;12;6;18;2;0;1;1;;;
7424;2023;1;12;7;13;2;2;36;2,160;22;0.60;13;6;18;2;0;1;1;;;
7425;2023;1;12;7;19;1;1;91;69,524;695;7.64;347;31;378;87;55;35;7;;;
7426;2023;1;12;7;19;1;6;130;76,050;761;5.85;379;34;413;106;60;38;8;;;
7427;2023;1;12;8;1;1;1;4;2,640;26;6.60;13;1;14;3;2;1;0;;;
7428;2023;1;12;8;1;1;2;30;15,000;150;5.00;74;7;80;19;11;8;1;;;
7429;2023;1;12;8;1;1;5;2;1,258;13;6.29;6;1;7;2;1;1;0;;;
7430;2023;1;12;8;1;2;1;90;5,400;54;0.60;31;14;46;4;0;2;2;;;
7431;2023;1;12;8;1;2;2;60;3,600;36;0.60;21;10;31;3;0;1;2;;;
7432;2023;1;12;8;2;1;1;50;33,000;330;6.60;165;15;179;41;26;16;3;;;
7433;2023;1;12;8;2;1;2;50;31,450;315;6.29;154;14;169;41;22;16;2;;;
7434;2023;1;12;8;3;1;1;182;120,120;1,201;6.60;599;54;653;150;95;60;12;;;
7435;2023;1;12;8;5;1;1;23;15,180;152;6.60;76;7;83;19;12;8;2;;;
7436;2023;1;12;8;5;1;2;45;22,500;225;5.00;110;10;121;29;16;11;1;;;
7437;2023;1;12;8;5;1;5;7;3,766;38;5.38;19;2;20;5;3;2;0;;;
7438;2023;1;12;8;5;2;1;105;6,300;63;0.60;37;17;53;5;0;2;3;;;
7439;2023;1;12;8;5;2;2;90;5,400;54;0.60;31;14;46;4;0;2;2;;;
7440;2023;1;12;8;6;1;1;27;17,820;178;6.60;89;8;97;22;14;9;2;;;
7441;2023;1;12;8;6;1;2;14;7,000;70;5.00;34;3;38;9;5;4;0;;;
7442;2023;1;12;8;6;1;3;12;8,340;83;6.95;41;3;45;11;6;4;1;;;
7443;2023;1;12;8;6;1;4;2;666;7;3.33;4;0;4;1;0;0;0;;;
7444;2023;1;12;8;6;1;5;3;1,887;19;6.29;9;1;10;3;1;1;0;;;
7445;2023;1;12;8;6;1;7;2;590;6;2.95;3;0;3;1;0;0;0;;;
7446;2023;1;12;8;6;2;1;35;2,100;21;0.60;12;6;18;2;0;1;1;;;
7447;2023;1;12;8;6;2;2;22;1,320;13;0.60;8;4;11;1;0;0;1;;;
7448;2023;1;12;8;6;3;1;9;500;5;0.56;3;0;3;1;1;0;0;;;
7449;2023;1;12;8;6;3;2;7;350;4;0.50;2;0;2;0;0;0;0;;;
7450;2023;1;12;8;7;1;1;11;7,700;77;7.00;38;3;42;10;6;4;1;;;
7451;2023;1;12;8;7;1;3;6;3,900;39;6.50;19;2;21;5;3;2;0;;;
7452;2023;1;12;8;7;2;1;4;300;3;0.75;2;1;3;0;0;0;0;;;
7453;2023;1;12;8;7;2;2;3;195;2;0.65;1;1;2;0;0;0;0;;;
7454;2023;1;12;8;7;3;1;1;50;1;0.50;0;0;0;0;0;0;0;;;
7455;2023;1;12;9;1;1;1;88;61,600;616;7.00;307;27;335;77;49;31;6;;;
7456;2023;1;12;9;1;1;2;127;88,900;889;7.00;436;40;477;115;63;44;4;;;
7457;2023;1;12;9;1;2;1;873;52,380;524;0.60;304;140;444;41;0;15;24;;;
7458;2023;1;12;9;1;2;2;651;39,060;391;0.60;227;105;331;31;0;11;18;;;
7459;2023;1;12;9;4;1;1;46;29,400;294;6.39;147;13;160;37;23;15;3;;;
7460;2023;1;12;9;5;1;5;50;32,500;325;6.50;162;14;177;46;26;16;3;;;
7461;2023;1;12;9;7;1;1;48;31,680;317;6.60;158;14;172;40;25;16;3;;;
7462;2023;1;12;9;7;1;5;43;23,134;231;5.38;115;10;126;32;18;12;2;;;
7463;2023;1;12;9;9;1;1;300;198,000;1,980;6.60;988;88;1,076;247;157;99;20;;;
7464;2023;1;12;9;9;1;2;427;192,375;1,924;4.51;945;87;1,031;249;137;96;10;;;
7465;2023;1;12;9;9;1;5;128;57,712;577;4.51;288;26;314;81;46;29;6;;;
7466;2023;1;12;9;9;2;1;446;26,760;268;0.60;155;72;227;21;0;7;12;;;
7467;2023;1;12;9;9;2;2;669;40,140;401;0.60;233;108;340;32;0;11;18;;;
7468;2023;1;12;9;9;3;1;4;140;1;0.35;1;0;1;0;0;0;0;;;
7469;2023;1;12;9;9;3;2;4;140;1;0.35;1;0;1;0;0;0;0;;;
7470;2023;1;12;9;12;1;1;53;34,980;350;6.60;175;16;190;44;28;17;3;;;
7471;2023;1;12;9;17;1;1;7;5,250;53;7.50;26;2;29;7;4;3;1;;;
7472;2023;1;12;9;17;1;2;3;2,100;21;7.00;10;1;11;3;1;1;0;;;
7473;2023;1;12;9;17;1;6;3;1,800;18;6.00;9;1;10;3;1;1;0;;;
7474;2023;1;12;9;17;2;1;9;810;8;0.90;5;2;7;1;0;0;0;;;
7475;2023;1;12;9;17;2;2;8;720;7;0.90;4;2;6;1;0;0;0;;;
7476;2023;1;12;9;20;1;1;240;180,000;1,800;7.50;898;80;978;224;143;90;18;;;
7477;2023;1;12;9;20;1;2;217;151,900;1,519;7.00;746;69;814;197;108;76;8;;;
7478;2023;1;12;9;20;1;5;200;130,000;1,300;6.50;649;58;707;182;103;65;13;;;
7479;2023;1;12;9;20;2;1;500;200,000;2,000;4.00;1,161;536;1,696;158;0;56;90;;;
7480;2023;1;12;9;20;2;2;428;85,600;856;2.00;497;229;726;67;0;24;39;;;
7481;2023;1;12;9;24;1;1;65;42,900;429;6.60;214;19;233;54;34;21;4;;;
7482;2023;1;12;9;24;2;1;31;2,790;28;0.90;16;7;24;2;0;1;1;;;
7483;2023;1;12;9;24;2;2;27;2,430;24;0.90;14;7;21;2;0;1;1;;;
7484;2023;1;12;10;10;1;1;34;27,200;272;8.00;136;12;148;34;22;14;3;;;
7485;2023;1;12;10;10;1;2;39;30,147;301;7.73;148;14;162;39;21;15;2;;;
7486;2023;1;12;10;10;1;5;64;51,200;512;8.00;255;23;278;72;41;26;5;;;
7487;2023;1;12;10;10;1;6;61;38,003;380;6.23;190;17;207;53;30;19;4;;;
7488;2023;1;12;10;10;2;1;145;36,250;363;2.50;210;97;307;29;0;10;16;;;
7489;2023;1;12;10;10;2;2;150;37,500;375;2.50;218;100;318;30;0;11;17;;;
7490;2023;1;12;10;11;1;1;29;26,100;261;9.00;130;12;142;33;21;13;3;;;
7491;2023;1;12;10;11;1;5;2;1,400;14;7.00;7;1;8;2;1;1;0;;;
7492;2023;1;12;10;11;1;6;18;11,214;112;6.23;56;5;61;16;9;6;1;;;
7493;2023;1;12;10;12;1;1;4;3,200;32;8.00;16;1;17;4;3;2;0;;;
7494;2023;1;12;10;12;1;2;3;2,319;23;7.73;11;1;12;3;2;1;0;;;
7495;2023;1;12;10;17;1;1;68;54,400;544;8.00;271;24;296;68;43;27;5;;;
7496;2023;1;12;10;17;1;5;7;5,600;56;8.00;28;2;30;8;4;3;1;;;
7497;2023;1;12;10;17;1;6;4;2,492;25;6.23;12;1;14;3;2;1;0;;;
7498;2023;1;12;10;17;2;1;22;6,600;66;3.00;38;18;56;5;0;2;3;;;
7499;2023;1;12;10;12;1;6;2;800;8;4.00;4;0;4;1;1;0;0;;;
7500;2023;1;12;12;3;1;1;2;1,320;13;6.60;7;1;7;2;1;1;0;;;
7501;2023;1;12;12;3;1;2;2;1,000;10;5.00;5;0;5;1;1;1;0;;;
7502;2023;1;12;12;3;1;5;1;538;5;5.38;3;0;3;1;0;0;0;;;
7503;2023;1;12;12;3;1;7;2;550;6;2.75;3;0;3;1;0;0;0;;;
7504;2023;1;12;12;3;2;1;3;330;3;1.10;2;1;3;0;0;0;0;;;
7505;2023;1;12;12;3;2;2;3;475;5;1.58;3;1;4;0;0;0;0;;;
7506;2023;1;12;12;3;3;1;1;60;1;0.60;0;0;0;0;0;0;0;;;
7507;2023;1;12;12;3;3;2;3;180;2;0.60;1;0;1;0;0;0;0;;;
7508;2023;1;12;12;4;1;1;21;13,860;139;6.60;69;6;75;17;11;7;1;;;
7509;2023;1;12;12;4;1;5;11;5,918;59;5.38;30;3;32;8;5;3;1;;;
7510;2023;1;12;12;4;2;1;22;4,400;44;2.00;26;12;37;3;0;1;2;;;
7511;2023;1;12;12;4;2;2;12;2,400;24;2.00;14;6;20;2;0;1;1;;;
7512;2023;1;12;12;4;3;1;9;540;5;0.60;3;0;4;1;1;0;0;;;
7513;2023;1;12;12;4;3;2;15;900;9;0.60;5;1;6;1;1;0;0;;;
7514;2023;1;12;12;4;4;1;8;480;5;0.60;3;0;3;1;1;0;0;;;
7515;2023;1;12;12;4;4;2;4;240;2;0.60;1;0;2;0;0;0;0;;;
7516;2023;1;12;12;6;1;1;10;6,600;66;6.60;33;3;36;8;5;3;1;;;
7517;2023;1;12;12;6;1;2;8;3,600;36;4.50;18;2;19;5;3;2;0;;;
7518;2023;1;12;12;6;1;4;12;4,200;42;3.50;22;3;25;5;3;2;0;;;
7519;2023;1;12;12;6;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
7520;2023;1;12;12;6;2;1;12;1,800;18;1.50;10;5;15;1;0;1;1;;;
7521;2023;1;12;12;6;2;2;8;1,200;12;1.50;7;3;10;1;0;0;1;;;
7522;2023;1;12;12;6;3;1;16;960;10;0.60;6;1;6;1;1;0;0;;;
7523;2023;1;12;12;6;3;2;22;1,320;13;0.60;8;1;9;2;2;0;0;;;
7524;2023;1;12;12;6;4;1;14;420;4;0.30;3;0;3;1;1;0;0;;;
7525;2023;1;12;12;6;4;2;15;450;5;0.30;3;0;3;1;1;0;0;;;
7526;2023;1;12;12;7;1;1;58;43,500;435;7.50;217;19;236;54;35;22;4;;;
7527;2023;1;12;12;7;1;5;56;33,600;336;6.00;168;15;183;47;27;17;3;;;
7528;2023;1;12;12;7;2;1;27;8,100;81;3.00;47;22;69;6;0;2;4;;;
7529;2023;1;12;12;7;3;1;36;2,160;22;0.60;13;2;14;3;3;0;0;;;
7530;2023;1;12;12;8;1;1;13;8,580;86;6.60;43;4;47;11;7;4;1;;;
7531;2023;1;12;12;8;2;1;2;120;1;0.60;1;0;1;0;0;0;0;;;
7532;2023;1;12;12;9;1;2;8;5,600;56;7.00;27;3;30;7;4;3;0;;;
7533;2023;1;12;12;9;1;4;8;2,280;23;2.85;12;1;13;3;2;1;0;;;
7534;2023;1;12;12;9;1;5;6;3,600;36;6.00;18;2;20;5;3;2;0;;;
7535;2023;1;12;12;9;1;7;6;2,730;27;4.55;14;2;16;3;2;1;0;;;
7536;2023;1;12;12;9;2;1;12;840;8;0.70;5;2;7;1;0;0;0;;;
7537;2023;1;12;12;9;2;2;14;980;10;0.70;6;3;8;1;0;0;0;;;
7538;2023;1;12;12;9;3;1;8;280;3;0.35;2;0;2;0;0;0;0;;;
7539;2023;1;12;12;9;3;2;4;150;2;0.38;1;0;1;0;0;0;0;;;
7540;2023;1;12;12;10;1;1;13;8,580;86;6.60;43;4;47;11;7;4;1;;;
7541;2023;1;12;12;10;1;3;11;7,645;76;6.95;38;3;41;10;6;4;1;;;
7542;2023;1;12;12;10;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
7543;2023;1;12;12;10;2;1;8;720;7;0.90;4;2;6;1;0;0;0;;;
7544;2023;1;12;12;10;2;2;14;1,400;14;1.00;8;4;12;1;0;0;1;;;
7545;2023;1;12;12;10;3;1;2;70;1;0.35;0;0;0;0;0;0;0;;;
7546;2023;1;12;12;10;3;2;3;95;1;0.32;1;0;1;0;0;0;0;;;
7547;2023;1;12;12;11;1;1;4;3,000;30;7.50;15;1;16;4;2;1;0;;;
7548;2023;1;12;12;11;1;5;4;2,800;28;7.00;14;1;15;4;2;1;0;;;
7549;2023;1;12;12;11;2;1;4;400;4;1.00;2;1;3;0;0;0;0;;;
7550;2023;1;12;12;11;2;2;2;200;2;1.00;1;1;2;0;0;0;0;;;
7551;2023;1;12;12;12;1;1;2;1,500;15;7.50;7;1;8;2;1;1;0;;;
7552;2023;1;12;12;12;1;6;10;5,850;59;5.85;29;3;32;8;5;3;1;;;
7553;2023;1;12;12;13;1;1;5;3,800;38;7.60;19;2;21;5;3;2;0;;;
7554;2023;1;12;12;13;1;2;4;2,800;28;7.00;14;1;15;4;2;1;0;;;
7555;2023;1;12;12;13;1;5;48;28,800;288;6.00;144;13;157;40;23;14;3;;;
7556;2023;1;12;12;13;1;6;5;2,925;29;5.85;15;1;16;4;2;1;0;;;
7557;2023;1;12;12;15;1;1;163;122,250;1,223;7.50;610;54;664;152;97;61;12;;;
7558;2023;1;12;12;15;1;2;103;72,100;721;7.00;354;33;387;93;51;36;4;;;
7559;2023;1;12;12;15;1;5;124;74,400;744;6.00;371;33;404;104;59;37;7;;;
7560;2023;1;12;12;15;1;6;86;50,310;503;5.85;251;22;273;70;40;25;5;;;
7561;2023;1;12;12;16;1;1;150;112,500;1,125;7.50;561;50;611;140;89;56;11;;;
7562;2023;1;12;12;16;1;2;106;74,200;742;7.00;364;34;398;96;53;37;4;;;
7563;2023;1;12;12;16;1;5;110;66,000;660;6.00;329;29;359;92;52;33;7;;;
7564;2023;1;12;12;16;1;6;118;69,030;690;5.85;344;31;375;97;55;35;7;;;
7565;2023;1;12;12;16;2;1;360;90,000;900;2.50;522;241;763;71;0;25;40;;;
7566;2023;1;12;12;16;2;2;375;75,000;750;2.00;435;201;636;59;0;21;34;;;
7567;2023;1;12;12;17;1;1;31;23,250;233;7.50;116;10;126;29;18;12;2;;;
7568;2023;1;12;12;17;1;2;20;14,000;140;7.00;69;6;75;18;10;7;1;;;
7569;2023;1;12;12;17;1;5;85;51,000;510;6.00;254;23;277;71;40;25;5;;;
7570;2023;1;12;12;17;2;1;95;19,000;190;2.00;110;51;161;15;0;5;9;;;
7571;2023;1;12;12;17;2;2;88;17,600;176;2.00;102;47;149;14;0;5;8;;;
7572;2023;1;12;12;21;1;1;31;23,250;233;7.50;116;10;126;29;18;12;2;;;
7573;2023;1;12;12;21;1;5;3;1,800;18;6.00;9;1;10;3;1;1;0;;;
7574;2023;1;12;12;21;1;6;6;3,510;35;5.85;18;2;19;5;3;2;0;;;
7575;2023;1;12;12;22;1;5;213;127,800;1,278;6.00;638;57;695;179;101;64;13;;;
7576;2023;1;12;12;22;1;6;10;5,000;50;5.00;25;2;27;7;4;2;1;;;
7577;2023;1;12;12;22;2;1;36;3,600;36;1.00;21;10;31;3;0;1;2;;;
7578;2023;1;12;12;22;2;2;36;3,600;36;1.00;21;10;31;3;0;1;2;;;
7579;2023;1;12;12;23;1;1;52;34,320;343;6.60;171;15;187;43;27;17;3;;;
7580;2023;1;12;12;25;1;1;4;2,640;26;6.60;13;1;14;3;2;1;0;;;
7581;2023;1;12;12;25;2;1;2;180;2;0.90;1;0;2;0;0;0;0;;;
7582;2023;1;12;12;26;1;1;38;25,080;251;6.60;125;11;136;31;20;13;3;;;
7583;2023;1;12;12;26;1;2;20;10,000;100;5.00;49;5;54;13;7;5;1;;;
7584;2023;1;12;12;26;1;3;20;13,900;139;6.95;68;6;74;18;10;7;1;;;
7585;2023;1;12;12;26;1;4;10;3,000;30;3.00;16;2;18;3;2;1;0;;;
7586;2023;1;12;12;26;1;5;35;17,500;175;5.00;87;8;95;25;14;9;2;;;
7587;2023;1;12;12;26;1;6;10;3,500;35;3.50;17;2;19;5;3;2;0;;;
7588;2023;1;12;12;26;2;1;50;7,500;75;1.50;44;20;64;6;0;2;3;;;
7589;2023;1;12;12;26;2;2;50;7,500;75;1.50;44;20;64;6;0;2;3;;;
7590;2023;1;12;12;28;1;1;16;10,560;106;6.60;53;5;57;13;8;5;1;;;
7591;2023;1;12;12;28;1;5;8;4,304;43;5.38;21;2;23;6;3;2;0;;;
7592;2023;1;12;12;28;2;1;14;840;8;0.60;5;2;7;1;0;0;0;;;
7593;2023;1;12;12;28;3;1;6;210;2;0.35;1;0;1;0;0;0;0;;;
7594;2023;1;12;12;29;1;1;13;8,580;86;6.60;43;4;47;11;7;4;1;;;
7595;2023;1;12;12;29;1;2;6;3,000;30;5.00;15;1;16;4;2;2;0;;;
7596;2023;1;12;12;29;1;4;4;1,200;12;3.00;6;1;7;1;1;0;0;;;
7597;2023;1;12;12;29;1;5;5;2,690;27;5.38;13;1;15;4;2;1;0;;;
7598;2023;1;12;12;29;1;6;3;900;9;3.00;4;0;5;1;1;0;0;;;
7599;2023;1;12;12;29;2;1;10;700;7;0.70;4;2;6;1;0;0;0;;;
7600;2023;1;12;12;29;2;2;6;420;4;0.70;2;1;4;0;0;0;0;;;
7601;2023;1;12;12;29;3;1;9;360;4;0.40;2;0;2;0;0;0;0;;;
7602;2023;1;12;12;29;3;2;5;200;2;0.40;1;0;1;0;0;0;0;;;
7603;2023;1;12;12;30;1;5;144;86,400;864;6.00;431;39;470;121;69;43;9;;;
7604;2023;1;12;13;1;1;1;24;17,424;174;7.26;87;8;95;22;14;9;2;;;
7605;2023;1;12;13;1;1;5;753;431,093;4,311;5.73;2,151;192;2,343;604;342;216;43;;;
7606;2023;1;12;13;1;2;1;1,150;189,750;1,898;1.65;1,101;508;1,609;150;0;53;85;;;
7607;2023;1;12;13;1;2;2;940;155,100;1,551;1.65;900;415;1,316;122;0;43;70;;;
7608;2023;1;12;13;2;1;1;27;18,900;189;7.00;94;8;103;24;15;9;2;;;
7609;2023;1;12;13;2;1;5;136;95,200;952;7.00;475;42;517;133;76;48;10;;;
7610;2023;1;12;13;6;1;1;19;15,067;151;7.93;75;7;82;19;12;8;2;;;
7611;2023;1;12;13;6;1;2;5;3,645;36;7.29;18;2;20;5;3;2;0;;;
7612;2023;1;12;13;6;1;3;5;4,165;42;8.33;21;2;22;5;3;2;0;;;
7613;2023;1;12;13;6;2;1;8;1,200;12;1.50;7;3;10;1;0;0;1;;;
7614;2023;1;12;13;6;2;2;2;600;6;3.00;3;2;5;0;0;0;0;;;
7615;2023;1;12;13;6;3;1;4;240;2;0.60;1;0;2;0;0;0;0;;;
7616;2023;1;12;13;7;1;1;35;27,755;278;7.93;138;12;151;35;22;14;3;;;
7617;2023;1;12;13;7;1;5;33;20,031;200;6.07;100;9;109;28;16;10;2;;;
7618;2023;1;12;13;7;2;1;42;8,400;84;2.00;49;22;71;7;0;2;4;;;
7619;2023;1;12;13;7;2;2;30;6,000;60;2.00;35;16;51;5;0;2;3;;;
7620;2023;1;12;13;8;1;1;57;45,201;452;7.93;226;20;246;56;36;23;5;;;
7621;2023;1;12;13;8;2;1;49;11,540;115;2.36;67;31;98;9;0;3;5;;;
7622;2023;1;12;13;8;3;1;54;2,141;21;0.40;13;2;14;3;3;0;0;;;
7623;2023;1;12;13;20;1;5;52;23,920;239;4.60;119;11;130;33;19;12;2;;;
7624;2023;1;12;13;21;1;1;6;3,960;40;6.60;20;2;22;5;3;2;0;;;
7625;2023;1;12;13;21;1;3;5;3,475;35;6.95;17;1;19;4;3;2;0;;;
7626;2023;1;12;13;21;1;5;6;3,228;32;5.38;16;1;18;5;3;2;0;;;
7627;2023;1;12;13;21;2;1;5;300;3;0.60;2;1;3;0;0;0;0;;;
7628;2023;1;12;13;21;2;2;7;420;4;0.60;2;1;4;0;0;0;0;;;
7629;2023;1;12;13;22;1;1;35;27,755;278;7.93;138;12;151;35;22;14;3;;;
7630;2023;1;12;13;22;1;5;5;3,035;30;6.07;15;1;16;4;2;2;0;;;
