Número de correlativo;Año;Tipo de Carne;Mes;Departamento;Municipio;Clase;Sexo (subclase);Número de cabezas;Peso total en libras;Peso total del número de cabezas (quintales);Peso vivo promedio (peso de cada cabeza);Carne y hueso;Sebo;Total;Vísceras;Cuero;Sangre;Desperdicio
2763;2022;1;2;16;1604;2;9;20;4000;40;2.00;23;11;34;3;0;1;2
2764;2022;1;2;16;1605;1;1;32;21920;219;6.85;109;10;119;27;17;11;2
2765;2022;1;2;16;1605;2;8;12;4200;42;3.50;24;11;36;3;0;1;2
2766;2022;1;2;16;1606;1;1;53;36305;363;6.85;181;16;197;45;29;18;4
2767;2022;1;2;16;1606;1;2;24;12000;120;5.00;59;5;64;16;9;6;1
2768;2022;1;2;16;1606;1;5;30;16140;161;5.38;81;7;88;23;13;8;2
2769;2022;1;2;16;1606;2;8;57;17100;171;3.00;99;46;145;13;0;5;8
2770;2022;1;2;16;1606;2;9;26;7800;78;3.00;45;21;66;6;0;2;4
2771;2022;1;2;16;1607;1;1;15;10275;103;6.85;51;5;56;13;8;5;1
2772;2022;1;2;16;1607;1;5;17;9146;91;5.38;46;4;50;13;7;5;1
2773;2022;1;2;16;1607;2;8;12;2400;24;2.00;14;6;20;2;0;1;1
2774;2022;1;2;16;1607;2;9;10;2000;20;2.00;12;5;17;2;0;1;1
2775;2022;1;2;16;1608;1;1;3;2055;21;6.85;10;1;11;3;2;1;0
2776;2022;1;2;16;1608;1;2;11;5500;55;5.00;27;2;29;7;4;3;0
2777;2022;1;2;16;1608;1;5;28;15064;151;5.38;75;7;82;21;12;8;2
2778;2022;1;2;16;1608;2;9;4;860;9;2.15;5;2;7;1;0;0;0
2779;2022;1;2;16;1609;1;1;74;50690;507;6.85;253;23;276;63;40;25;5
2780;2022;1;2;16;1609;1;5;19;10222;102;5.38;51;5;56;14;8;5;1
2781;2022;1;2;16;1609;2;8;14;3150;32;2.25;18;8;27;2;0;1;1
2782;2022;1;2;16;1609;2;9;52;12220;122;2.35;71;33;104;10;0;3;5
2783;2022;1;2;16;1610;1;1;46;31510;315;6.85;157;14;171;39;25;16;3
2784;2022;1;2;16;1610;1;5;16;8608;86;5.38;43;4;47;12;7;4;1
2785;2022;1;2;16;1610;2;8;6;2400;24;4.00;14;6;20;2;0;1;1
2786;2022;1;2;16;1610;2;9;1;300;3;3.00;2;1;3;0;0;0;0
2787;2022;1;2;16;1612;1;1;1;685;7;6.85;3;0;4;1;1;0;0
2788;2022;1;2;16;1612;1;5;7;3500;35;5.00;17;2;19;5;3;2;0
2789;2022;1;2;16;1612;1;6;11;5500;55;5.00;27;2;30;8;4;3;1
2790;2022;1;2;16;1612;2;8;20;6000;60;3.00;35;16;51;5;0;2;3
2791;2022;1;2;16;1612;2;9;13;3900;39;3.00;23;10;33;3;0;1;2
2792;2022;1;2;16;1613;1;1;39;26715;267;6.85;133;12;145;33;21;13;3
2793;2022;1;2;16;1613;1;5;39;20982;210;5.38;105;9;114;29;17;10;2
2794;2022;1;2;16;1613;2;8;15;3000;30;2.00;17;8;25;2;0;1;1
2795;2022;1;2;16;1613;2;9;9;1350;14;1.50;8;4;11;1;0;0;1
2796;2022;1;2;16;1614;1;1;45;30825;308;6.85;154;14;168;38;24;15;3
2797;2022;1;2;16;1614;2;8;62;5580;56;0.90;32;15;47;4;0;2;3
2798;2022;1;2;16;1615;1;1;67;45895;459;6.85;229;20;249;57;36;23;5
2799;2022;1;2;16;1615;1;2;33;16500;165;5.00;81;7;88;21;12;8;1
2800;2022;1;2;16;1615;1;5;37;19906;199;5.38;99;9;108;28;16;10;2
2801;2022;1;2;16;1615;1;6;30;12000;120;4.00;60;5;65;17;10;6;1
2802;2022;1;2;16;1615;2;8;74;22200;222;3.00;129;59;188;17;0;6;10
2803;2022;1;2;16;1615;2;9;53;18550;186;3.50;108;50;157;15;0;5;8
2804;2022;1;2;16;1616;1;1;54;36990;370;6.85;185;16;201;46;29;18;4
2805;2022;1;2;16;1616;1;2;15;7500;75;5.00;37;3;40;10;5;4;0
2806;2022;1;2;16;1616;1;5;40;21520;215;5.38;107;10;117;30;17;11;2
2807;2022;1;2;16;1616;2;8;15;1905;19;1.27;11;5;16;2;0;1;1
2808;2022;1;2;16;1616;2;9;24;3660;37;1.53;21;10;31;3;0;1;2
2809;2022;1;2;16;1617;1;1;18;12330;123;6.85;62;5;67;15;10;6;1
2810;2022;1;2;16;1617;1;5;31;16678;167;5.38;83;7;91;23;13;8;2
2811;2022;1;2;16;1617;1;6;18;7200;72;4.00;36;3;39;10;6;4;1
2812;2022;1;2;16;1617;2;8;3;500;5;1.67;3;1;4;0;0;0;0
2813;2022;1;2;16;1617;2;9;3;400;4;1.33;2;1;3;0;0;0;0
2814;2022;1;3;16;1601;1;1;57;39045;390;6.85;195;17;212;49;31;20;4
2815;2022;1;3;16;1601;1;5;49;26362;264;5.38;132;12;143;37;21;13;3
2816;2022;1;3;16;1601;2;8;27;6480;65;2.40;38;17;55;5;0;2;3
2817;2022;1;3;16;1601;2;9;48;8880;89;1.85;52;24;75;7;0;2;4
2818;2022;1;3;16;1602;1;1;3;1950;20;6.50;10;1;11;2;2;1;0
2819;2022;1;3;16;1602;2;8;8;2510;25;3.14;15;7;21;2;0;1;1
2820;2022;1;3;16;1602;2;9;7;535;5;0.76;3;1;5;0;0;0;0
2821;2022;1;3;16;1603;1;1;107;73295;733;6.85;366;33;398;91;58;37;7
2822;2022;1;3;16;1603;1;5;13;6994;70;5.38;35;3;38;10;6;3;1
2823;2022;1;3;16;1603;1;6;9;3600;36;4.00;18;2;20;5;3;2;0
2824;2022;1;3;16;1603;2;8;166;49800;498;3.00;289;133;422;39;0;14;22
2825;2022;1;3;16;1603;2;9;25;7500;75;3.00;44;20;64;6;0;2;3
2826;2022;1;3;16;1604;1;1;44;30140;301;6.85;150;13;164;38;24;15;3
2827;2022;1;3;16;1604;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2828;2022;1;3;16;1604;1;5;86;46268;463;5.38;231;21;251;65;37;23;5
2829;2022;1;3;16;1604;2;8;30;6000;60;2.00;35;16;51;5;0;2;3
2830;2022;1;3;16;1604;2;9;25;5000;50;2.00;29;13;42;4;0;1;2
2831;2022;1;3;16;1605;1;1;31;21235;212;6.85;106;9;115;26;17;11;2
2832;2022;1;3;16;1605;2;8;14;4900;49;3.50;28;13;42;4;0;1;2
2833;2022;1;3;16;1606;1;1;45;30825;308;6.85;154;14;168;38;24;15;3
2834;2022;1;3;16;1606;1;2;24;12000;120;5.00;59;5;64;16;9;6;1
2835;2022;1;3;16;1606;1;5;27;14526;145;5.38;72;6;79;20;12;7;1
2836;2022;1;3;16;1606;2;8;48;14400;144;3.00;84;39;122;11;0;4;6
2837;2022;1;3;16;1606;2;9;26;7800;78;3.00;45;21;66;6;0;2;4
2838;2022;1;3;16;1607;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
2839;2022;1;3;16;1607;1;5;8;4304;43;5.38;21;2;23;6;3;2;0
2840;2022;1;3;16;1607;2;8;10;2000;20;2.00;12;5;17;2;0;1;1
2841;2022;1;3;16;1607;2;9;8;1600;16;2.00;9;4;14;1;0;0;1
2842;2022;1;3;16;1608;1;1;6;4110;41;6.85;21;2;22;5;3;2;0
2843;2022;1;3;16;1608;1;2;17;8500;85;5.00;42;4;46;11;6;4;0
2844;2022;1;3;16;1608;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
2845;2022;1;3;16;1608;2;9;4;595;6;1.49;3;2;5;0;0;0;0
2846;2022;1;3;16;1609;1;1;85;58225;582;6.85;291;26;316;73;46;29;6
2847;2022;1;3;16;1609;1;5;23;12374;124;5.38;62;6;67;17;10;6;1
2848;2022;1;3;16;1609;2;8;12;2880;29;2.40;17;8;24;2;0;1;1
2849;2022;1;3;16;1609;2;9;41;9840;98;2.40;57;26;83;8;0;3;4
2850;2022;1;3;16;1610;1;1;58;39730;397;6.85;198;18;216;50;32;20;4
2851;2022;1;3;16;1610;1;5;5;2690;27;5.38;13;1;15;4;2;1;0
2852;2022;1;3;16;1610;2;8;4;1600;16;4.00;9;4;14;1;0;0;1
2853;2022;1;3;16;1610;2;9;2;600;6;3.00;3;2;5;0;0;0;0
2854;2022;1;3;16;1612;1;1;4;2640;26;6.60;13;1;14;3;2;1;0
2855;2022;1;3;16;1612;1;5;11;5500;55;5.00;27;2;30;8;4;3;1
2856;2022;1;3;16;1612;1;6;10;5000;50;5.00;25;2;27;7;4;2;1
2857;2022;1;3;16;1612;2;8;23;6900;69;3.00;40;18;59;5;0;2;3
2858;2022;1;3;16;1612;2;9;13;3900;39;3.00;23;10;33;3;0;1;2
2859;2022;1;3;16;1613;1;1;85;58225;582;6.85;291;26;316;73;46;29;6
2860;2022;1;3;16;1613;1;5;63;33894;339;5.38;169;15;184;47;27;17;3
2861;2022;1;3;16;1613;2;8;15;3000;30;2.00;17;8;25;2;0;1;1
2862;2022;1;3;16;1613;2;9;11;1650;17;1.50;10;4;14;1;0;0;1
2863;2022;1;3;16;1614;1;1;38;26030;260;6.85;130;12;141;32;21;13;3
2864;2022;1;3;16;1614;2;8;60;5700;57;0.95;33;15;48;4;0;2;3
2865;2022;1;3;16;1615;1;1;63;43155;432;6.85;215;19;235;54;34;22;4
2866;2022;1;3;16;1615;1;2;30;15000;150;5.00;74;7;80;19;11;8;1
2867;2022;1;3;16;1615;1;5;32;17216;172;5.38;86;8;94;24;14;9;2
2868;2022;1;3;16;1615;1;6;27;10800;108;4.00;54;5;59;15;9;5;1
2869;2022;1;3;16;1615;2;8;68;20400;204;3.00;118;55;173;16;0;6;9
2870;2022;1;3;16;1615;2;9;49;17150;172;3.50;100;46;145;14;0;5;8
2871;2022;1;3;16;1616;1;1;50;34250;343;6.85;171;15;186;43;27;17;3
2872;2022;1;3;16;1616;1;5;68;36584;366;5.38;183;16;199;51;29;18;4
2873;2022;1;3;16;1616;2;8;25;3560;36;1.42;21;10;30;3;0;1;2
2874;2022;1;3;16;1616;2;9;10;1440;14;1.44;8;4;12;1;0;0;1
2875;2022;1;3;16;1617;1;1;15;10275;103;6.85;51;5;56;13;8;5;1
2876;2022;1;3;16;1617;1;5;35;18830;188;5.38;94;8;102;26;15;9;2
2877;2022;1;3;16;1617;1;6;21;8400;84;4.00;42;4;46;12;7;4;1
2878;2022;1;3;16;1617;2;8;2;500;5;2.50;3;1;4;0;0;0;0
2879;2022;1;3;16;1617;2;9;1;400;4;4.00;2;1;3;0;0;0;0
2880;2022;1;4;16;1601;1;1;73;50005;500;6.85;249;22;272;62;40;25;5
2881;2022;1;4;16;1601;1;5;14;7532;75;5.38;38;3;41;11;6;4;1
2882;2022;1;4;16;1601;2;8;25;6000;60;2.40;35;16;51;5;0;2;3
2883;2022;1;4;16;1601;2;9;31;5735;57;1.85;33;15;49;5;0;2;3
2884;2022;1;4;16;1602;1;1;3;1980;20;6.60;10;1;11;2;2;1;0
2885;2022;1;4;16;1602;1;5;1;538;5;5.38;3;0;3;1;0;0;0
2886;2022;1;4;16;1602;2;8;9;510;5;0.57;3;1;4;0;0;0;0
2887;2022;1;4;16;1602;2;9;6;360;4;0.60;2;1;3;0;0;0;0
2888;2022;1;4;16;1603;1;1;122;83570;836;6.85;417;37;454;104;66;42;8
2889;2022;1;4;16;1603;1;5;19;10222;102;5.38;51;5;56;14;8;5;1
2890;2022;1;4;16;1603;1;6;13;5200;52;4.00;26;2;28;7;4;3;1
2891;2022;1;4;16;1603;2;8;162;48600;486;3.00;282;130;412;38;0;14;22
2892;2022;1;4;16;1603;2;9;27;8100;81;3.00;47;22;69;6;0;2;4
2893;2022;1;4;16;1604;1;1;40;27400;274;6.85;137;12;149;34;22;14;3
2894;2022;1;4;16;1604;1;2;1;500;5;5.00;2;0;3;1;0;0;0
2895;2022;1;4;16;1604;1;5;54;29052;291;5.38;145;13;158;41;23;15;3
2896;2022;1;4;16;1604;2;8;42;8400;84;2.00;49;22;71;7;0;2;4
2897;2022;1;4;16;1604;2;9;39;7800;78;2.00;45;21;66;6;0;2;4
2898;2022;1;4;16;1605;1;1;28;19180;192;6.85;96;9;104;24;15;10;2
2899;2022;1;4;16;1605;2;8;15;5250;53;3.50;30;14;45;4;0;1;2
2900;2022;1;4;16;1606;1;1;43;29455;295;6.85;147;13;160;37;23;15;3
2901;2022;1;4;16;1606;1;2;31;15500;155;5.00;76;7;83;20;11;8;1
2902;2022;1;4;16;1606;1;5;24;12912;129;5.38;64;6;70;18;10;6;1
2903;2022;1;4;16;1606;2;8;43;12900;129;3.00;75;35;109;10;0;4;6
2904;2022;1;4;16;1606;2;9;25;7500;75;3.00;44;20;64;6;0;2;3
2905;2022;1;4;16;1607;1;1;18;12330;123;6.85;62;5;67;15;10;6;1
2906;2022;1;4;16;1607;1;5;20;10760;108;5.38;54;5;58;15;9;5;1
2907;2022;1;4;16;1607;2;8;20;4000;40;2.00;23;11;34;3;0;1;2
2908;2022;1;4;16;1607;2;9;13;2600;26;2.00;15;7;22;2;0;1;1
2909;2022;1;4;16;1608;1;1;15;10275;103;6.85;51;5;56;13;8;5;1
2910;2022;1;4;16;1608;1;2;7;3500;35;5.00;17;2;19;5;2;2;0
2911;2022;1;4;16;1608;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
2912;2022;1;4;16;1609;1;1;78;53430;534;6.85;267;24;290;67;42;27;5
2913;2022;1;4;16;1609;1;5;21;11298;113;5.38;56;5;61;16;9;6;1
2914;2022;1;4;16;1609;2;8;18;4320;43;2.40;25;12;37;3;0;1;2
2915;2022;1;4;16;1609;2;9;68;16320;163;2.40;95;44;138;13;0;5;7
2916;2022;1;4;16;1610;1;1;51;34935;349;6.85;174;16;190;44;28;17;3
2917;2022;1;4;16;1610;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
2918;2022;1;4;16;1610;2;8;5;2000;20;4.00;12;5;17;2;0;1;1
2919;2022;1;4;16;1610;2;9;2;600;6;3.00;3;2;5;0;0;0;0
2920;2022;1;4;16;1612;1;1;7;4620;46;6.60;23;2;25;6;4;2;0
2921;2022;1;4;16;1612;1;5;37;18500;185;5.00;92;8;101;26;15;9;2
2922;2022;1;4;16;1612;1;6;3;1500;15;5.00;7;1;8;2;1;1;0
2923;2022;1;4;16;1612;2;8;28;8400;84;3.00;49;22;71;7;0;2;4
2924;2022;1;4;16;1612;2;9;14;4200;42;3.00;24;11;36;3;0;1;2
2925;2022;1;4;16;1613;1;1;70;47950;480;6.85;239;21;261;60;38;24;5
2926;2022;1;4;16;1613;1;5;46;24748;247;5.38;123;11;135;35;20;12;2
2927;2022;1;4;16;1613;2;8;16;3200;32;2.00;19;9;27;3;0;1;1
2928;2022;1;4;16;1613;2;9;9;1350;14;1.50;8;4;11;1;0;0;1
2929;2022;1;4;16;1614;1;1;9;6165;62;6.85;31;3;34;8;5;3;1
2930;2022;1;4;16;1614;2;8;21;1785;18;0.85;10;5;15;1;0;0;1
2931;2022;1;4;16;1615;1;1;65;44525;445;6.85;222;20;242;56;35;22;4
2932;2022;1;4;16;1615;1;2;32;16000;160;5.00;79;7;86;21;11;8;1
2933;2022;1;4;16;1615;1;5;35;18830;188;5.38;94;8;102;26;15;9;2
2934;2022;1;4;16;1615;1;6;30;12000;120;4.00;60;5;65;17;10;6;1
2935;2022;1;4;16;1615;2;8;72;21600;216;3.00;125;58;183;17;0;6;10
2936;2022;1;4;16;1615;2;9;51;17850;179;3.50;104;48;151;14;0;5;8
2937;2022;1;4;16;1616;1;1;53;36305;363;6.85;181;16;197;45;29;18;4
2938;2022;1;4;16;1616;1;2;6;3000;30;5.00;15;1;16;4;2;2;0
2939;2022;1;4;16;1616;1;5;33;17754;178;5.38;89;8;96;25;14;9;2
2940;2022;1;4;16;1616;2;8;21;2900;29;1.38;17;8;25;2;0;1;1
2941;2022;1;4;16;1616;2;9;14;2180;22;1.56;13;6;18;2;0;1;1
2942;2022;1;4;16;1617;1;1;14;9590;96;6.85;48;4;52;12;8;5;1
2943;2022;1;4;16;1617;1;5;24;12912;129;5.38;64;6;70;18;10;6;1
2944;2022;1;4;16;1617;1;6;25;10000;100;4.00;50;4;54;14;8;5;1
2945;2022;1;4;16;1617;2;8;3;300;3;1.00;2;1;3;0;0;0;0
2946;2022;1;4;16;1617;2;9;1;200;2;2.00;1;1;2;0;0;0;0
2947;2022;1;5;16;1601;1;1;69;47265;473;6.85;236;21;257;59;38;24;5
2948;2022;1;5;16;1601;1;5;28;15064;151;5.38;75;7;82;21;12;8;2
2949;2022;1;5;16;1601;2;8;34;8160;82;2.40;47;22;69;6;0;2;4
2950;2022;1;5;16;1601;2;9;38;7030;70;1.85;41;19;60;6;0;2;3
2951;2022;1;5;16;1602;1;1;4;2640;26;6.60;13;1;14;3;2;1;0
2952;2022;1;5;16;1602;2;8;6;435;4;0.73;3;1;4;0;0;0;0
2953;2022;1;5;16;1602;2;9;5;360;4;0.72;2;1;3;0;0;0;0
2954;2022;1;5;16;1603;1;1;101;69185;692;6.85;345;31;376;86;55;35;7
2955;2022;1;5;16;1603;1;2;2;1000;10;5.00;5;0;5;1;1;1;0
2956;2022;1;5;16;1603;1;5;12;6456;65;5.38;32;3;35;9;5;3;1
2957;2022;1;5;16;1603;1;6;10;4000;40;4.00;20;2;22;6;3;2;0
2958;2022;1;5;16;1603;2;8;144;43200;432;3.00;251;116;366;34;0;12;19
2959;2022;1;5;16;1603;2;9;41;12300;123;3.00;71;33;104;10;0;3;6
2960;2022;1;5;16;1604;1;1;59;40415;404;6.85;202;18;220;50;32;20;4
2961;2022;1;5;16;1604;1;5;53;28514;285;5.38;142;13;155;40;23;14;3
2962;2022;1;5;16;1604;1;6;4;1600;16;4.00;8;1;9;2;1;1;0
2963;2022;1;5;16;1604;2;8;45;9000;90;2.00;52;24;76;7;0;3;4
2964;2022;1;5;16;1604;2;9;40;8000;80;2.00;46;21;68;6;0;2;4
2965;2022;1;5;16;1605;1;1;25;17125;171;6.85;85;8;93;21;14;9;2
2966;2022;1;5;16;1605;2;8;13;4550;46;3.50;26;12;39;4;0;1;2
2967;2022;1;5;16;1606;1;1;36;24660;247;6.85;123;11;134;31;20;12;2
2968;2022;1;5;16;1606;1;2;20;10000;100;5.00;49;5;54;13;7;5;1
2969;2022;1;5;16;1606;1;5;22;11836;118;5.38;59;5;64;17;9;6;1
2970;2022;1;5;16;1606;2;8;36;10800;108;3.00;63;29;92;9;0;3;5
2971;2022;1;5;16;1606;2;9;20;6000;60;3.00;35;16;51;5;0;2;3
2972;2022;1;5;16;1607;1;1;12;8220;82;6.85;41;4;45;10;7;4;1
2973;2022;1;5;16;1607;1;5;17;9146;91;5.38;46;4;50;13;7;5;1
2974;2022;1;5;16;1607;2;8;20;4000;40;2.00;23;11;34;3;0;1;2
2975;2022;1;5;16;1607;2;9;15;3000;30;2.00;17;8;25;2;0;1;1
2976;2022;1;5;16;1608;1;1;13;8905;89;6.85;44;4;48;11;7;4;1
2977;2022;1;5;16;1608;1;2;6;3000;30;5.00;15;1;16;4;2;2;0
2978;2022;1;5;16;1608;1;5;18;9684;97;5.38;48;4;53;14;8;5;1
2979;2022;1;5;16;1609;1;1;78;53430;534;6.85;267;24;290;67;42;27;5
2980;2022;1;5;16;1609;1;5;21;11298;113;5.38;56;5;61;16;9;6;1
2981;2022;1;5;16;1609;2;8;18;4320;43;2.40;25;12;37;3;0;1;2
2982;2022;1;5;16;1609;2;9;68;16320;163;2.40;95;44;138;13;0;5;7
2983;2022;1;5;16;1610;1;1;44;30140;301;6.85;150;13;164;38;24;15;3
2984;2022;1;5;16;1610;1;5;16;8608;86;5.38;43;4;47;12;7;4;1
2985;2022;1;5;16;1610;2;8;3;1200;12;4.00;7;3;10;1;0;0;1
2986;2022;1;5;16;1610;2;9;2;600;6;3.00;3;2;5;0;0;0;0
2987;2022;1;5;16;1612;1;1;5;3300;33;6.60;16;1;18;4;3;2;0
2988;2022;1;5;16;1612;1;5;22;11000;110;5.00;55;5;60;15;9;5;1
2989;2022;1;5;16;1612;1;6;11;5500;55;5.00;27;2;30;8;4;3;1
2990;2022;1;5;16;1612;2;8;27;8100;81;3.00;47;22;69;6;0;2;4
2991;2022;1;5;16;1612;2;9;26;7800;78;3.00;45;21;66;6;0;2;4
2992;2022;1;5;16;1613;1;1;85;58225;582;6.85;291;26;316;73;46;29;6
2993;2022;1;5;16;1613;1;5;66;35508;355;5.38;177;16;193;50;28;18;4
2994;2022;1;5;16;1613;2;8;15;3000;30;2.00;17;8;25;2;0;1;1
2995;2022;1;5;16;1613;2;9;9;1350;14;1.50;8;4;11;1;0;0;1
2996;2022;1;5;16;1614;1;1;10;6850;69;6.85;34;3;37;9;5;3;1
2997;2022;1;5;16;1614;2;8;15;1275;13;0.85;7;3;11;1;0;0;1
2998;2022;1;5;16;1615;1;1;62;42470;425;6.85;212;19;231;53;34;21;4
2999;2022;1;5;16;1615;1;2;29;14500;145;5.00;71;7;78;19;10;7;1
3000;2022;1;5;16;1615;1;5;31;16678;167;5.38;83;7;91;23;13;8;2
3001;2022;1;5;16;1615;1;6;27;10800;108;4.00;54;5;59;15;9;5;1
3002;2022;1;5;16;1615;2;8;66;19800;198;3.00;115;53;168;16;0;6;9
3003;2022;1;5;16;1615;2;9;49;17150;172;3.50;100;46;145;14;0;5;8
3004;2022;1;5;16;1616;1;1;60;41100;411;6.85;205;18;223;51;33;21;4
3005;2022;1;5;16;1616;1;2;6;3000;30;5.00;15;1;16;4;2;2;0
3006;2022;1;5;16;1616;1;5;26;13988;140;5.38;70;6;76;20;11;7;1
3007;2022;1;5;16;1616;2;8;26;3845;38;1.48;22;10;33;3;0;1;2
3008;2022;1;5;16;1616;2;9;19;2330;23;1.23;14;6;20;2;0;1;1
3009;2022;1;5;16;1617;1;1;13;8905;89;6.85;44;4;48;11;7;4;1
3010;2022;1;5;16;1617;1;5;34;18292;183;5.38;91;8;99;26;15;9;2
3011;2022;1;5;16;1617;1;6;17;6800;68;4.00;34;3;37;10;5;3;1
3012;2022;1;5;16;1617;2;8;2;400;4;2.00;2;1;3;0;0;0;0
3013;2022;1;5;16;1617;2;9;2;350;4;1.75;2;1;3;0;0;0;0
3014;2022;1;6;16;1607;1;1;13;8905;89;6.85;44;4;48;11;7;4;1
3015;2022;1;6;16;1607;1;5;10;5380;54;5.38;27;2;29;8;4;3;1
3016;2022;1;6;16;1607;2;8;15;3000;30;2.00;17;8;25;2;0;1;1
3017;2022;1;6;16;1608;1;1;7;4795;48;6.85;24;2;26;6;4;2;0
3018;2022;1;6;16;1608;1;2;9;4500;45;5.00;22;2;24;6;3;2;0
3019;2022;1;6;16;1608;1;5;16;8608;86;5.38;43;4;47;12;7;4;1
3020;2022;1;6;16;1608;2;8;1;150;2;1.50;1;0;1;0;0;0;0
3021;2022;1;6;16;1608;2;9;4;1140;11;2.85;7;3;10;1;0;0;1
3022;2022;1;6;16;1609;1;1;68;46580;466;6.85;232;21;253;58;37;23;5
3023;2022;1;6;16;1609;1;5;17;9146;91;5.38;46;4;50;13;7;5;1
3024;2022;1;6;16;1609;2;8;18;4713;47;2.62;27;13;40;4;0;1;2
3025;2022;1;6;16;1609;2;9;68;17806;178;2.62;103;48;151;14;0;5;8
3026;2022;1;6;16;1610;1;1;36;24660;247;6.85;123;11;134;31;20;12;2
3027;2022;1;6;16;1610;1;5;16;8608;86;5.38;43;4;47;12;7;4;1
3028;2022;1;6;16;1610;2;8;8;3200;32;4.00;19;9;27;3;0;1;1
3029;2022;1;6;16;1610;2;9;5;1500;15;3.00;9;4;13;1;0;0;1
3030;2022;1;6;16;1601;1;1;70;47950;480;6.85;239;21;261;60;38;24;5
3031;2022;1;6;16;1601;1;5;17;9146;91;5.38;46;4;50;13;7;5;1
3032;2022;1;6;16;1601;2;8;33;7920;79;2.40;46;21;67;6;0;2;4
3033;2022;1;6;16;1601;2;9;32;5920;59;1.85;34;16;50;5;0;2;3
3034;2022;1;6;16;1602;1;1;2;1370;14;6.85;7;1;7;2;1;1;0
3035;2022;1;6;16;1602;1;5;2;1076;11;5.38;5;0;6;2;1;1;0
3036;2022;1;6;16;1602;2;8;7;525;5;0.75;3;1;4;0;0;0;0
3037;2022;1;6;16;1602;2;9;4;255;3;0.64;1;1;2;0;0;0;0
3038;2022;1;6;16;1603;1;1;124;84940;849;6.85;424;38;462;106;67;42;8
3039;2022;1;6;16;1603;1;3;1;695;7;6.95;3;0;4;1;1;0;0
3040;2022;1;6;16;1603;1;5;15;8070;81;5.38;40;4;44;11;6;4;1
3041;2022;1;6;16;1603;1;6;15;6000;60;4.00;30;3;33;8;5;3;1
3042;2022;1;6;16;1603;2;8;142;42600;426;3.00;247;114;361;34;0;12;19
3043;2022;1;6;16;1603;2;9;30;9000;90;3.00;52;24;76;7;0;3;4
3044;2022;1;6;16;1604;1;1;55;37675;377;6.85;188;17;205;47;30;19;4
3045;2022;1;6;16;1604;1;2;1;500;5;5.00;2;0;3;1;0;0;0
3046;2022;1;6;16;1604;1;5;38;20444;204;5.38;102;9;111;29;16;10;2
3047;2022;1;6;16;1604;2;8;48;9600;96;2.00;56;26;81;8;0;3;4
3048;2022;1;6;16;1604;2;9;43;8600;86;2.00;50;23;73;7;0;2;4
3049;2022;1;6;16;1605;1;1;25;17125;171;6.85;85;8;93;21;14;9;2
3050;2022;1;6;16;1605;2;8;13;4550;46;3.50;26;12;39;4;0;1;2
3051;2022;1;6;16;1606;1;1;42;28770;288;6.85;144;13;156;36;23;14;3
3052;2022;1;6;16;1606;1;2;18;9000;90;5.00;44;4;48;12;6;5;0
3053;2022;1;6;16;1606;1;5;26;13988;140;5.38;70;6;76;20;11;7;1
3054;2022;1;6;16;1606;2;8;32;9600;96;3.00;56;26;81;8;0;3;4
3055;2022;1;6;16;1606;2;9;23;6900;69;3.00;40;18;59;5;0;2;3
3056;2022;1;6;16;1612;1;1;9;5940;59;6.60;30;3;32;7;5;3;1
3057;2022;1;6;16;1612;1;5;23;11500;115;5.00;57;5;63;16;9;6;1
3058;2022;1;6;16;1612;1;6;4;2000;20;5.00;10;1;11;3;2;1;0
3059;2022;1;6;16;1612;2;8;30;9000;90;3.00;52;24;76;7;0;3;4
3060;2022;1;6;16;1612;2;9;31;9300;93;3.00;54;25;79;7;0;3;4
3061;2022;1;6;16;1613;1;1;93;63705;637;6.85;318;28;346;79;51;32;6
3062;2022;1;6;16;1613;1;5;41;22058;221;5.38;110;10;120;31;18;11;2
3063;2022;1;6;16;1613;2;8;14;2800;28;2.00;16;7;24;2;0;1;1
3064;2022;1;6;16;1613;2;9;9;1575;16;1.75;9;4;13;1;0;0;1
3065;2022;1;6;16;1614;1;1;35;23975;240;6.85;120;11;130;30;19;12;2
3066;2022;1;6;16;1614;2;8;46;3450;35;0.75;20;9;29;3;0;1;2
3067;2022;1;6;16;1615;1;1;65;44525;445;6.85;222;20;242;56;35;22;4
3068;2022;1;6;16;1615;1;2;33;16500;165;5.00;81;7;88;21;12;8;1
3069;2022;1;6;16;1615;1;5;35;18830;188;5.38;94;8;102;26;15;9;2
3070;2022;1;6;16;1615;1;6;30;12000;120;4.00;60;5;65;17;10;6;1
3071;2022;1;6;16;1615;2;8;69;20700;207;3.00;120;55;176;16;0;6;9
3072;2022;1;6;16;1615;2;9;52;18200;182;3.50;106;49;154;14;0;5;8
3073;2022;1;6;16;1616;1;1;60;41100;411;6.85;205;18;223;51;33;21;4
3074;2022;1;6;16;1616;1;2;9;4500;45;5.00;22;2;24;6;3;2;0
3075;2022;1;6;16;1616;1;5;28;15064;151;5.38;75;7;82;21;12;8;2
3076;2022;1;6;16;1616;2;8;30;3950;40;1.32;23;11;34;3;0;1;2
3077;2022;1;6;16;1616;2;9;6;985;10;1.64;6;3;8;1;0;0;0
